Frame index, Frame time (ms), DLSS-G Frame Duration (ms), CPU memory (MB), GPU memory (MB)
6353, 10.69, 10.69, 0.00, 0.00
6354, 10.50, 10.50, 0.00, 0.00
6355, 10.39, 10.39, 0.00, 0.00
6356, 10.97, 10.97, 0.00, 0.00
6357, 10.70, 10.70, 0.00, 0.00
6358, 10.58, 10.58, 0.00, 0.00
6359, 11.76, 11.76, 0.00, 0.00
6360, 10.42, 10.42, 0.00, 0.00
6361, 11.64, 11.64, 0.00, 0.00
6362, 10.79, 10.79, 0.00, 0.00
6363, 11.12, 11.12, 0.00, 0.00
6364, 11.31, 11.31, 0.00, 0.00
6365, 10.48, 10.48, 0.00, 0.00
6366, 11.33, 11.33, 0.00, 0.00
6367, 10.49, 10.49, 0.00, 0.00
6368, 10.67, 10.67, 0.00, 0.00
6369, 12.44, 12.44, 0.00, 0.00
6370, 11.21, 11.21, 0.00, 0.00
6371, 12.66, 12.66, 0.00, 0.00
6372, 10.83, 10.83, 0.00, 0.00
6373, 11.51, 11.51, 0.00, 0.00
6374, 11.98, 11.98, 0.00, 0.00
6375, 13.33, 13.33, 0.00, 0.00
6376, 12.71, 12.71, 0.00, 0.00
6377, 11.93, 11.93, 0.00, 0.00
6378, 12.46, 12.46, 0.00, 0.00
6379, 15.47, 15.47, 0.00, 0.00
6380, 14.32, 14.32, 0.00, 0.00
6381, 12.85, 12.85, 0.00, 0.00
6382, 12.52, 12.52, 0.00, 0.00
6383, 14.05, 14.05, 0.00, 0.00
6384, 14.28, 14.28, 0.00, 0.00
6385, 13.29, 13.29, 0.00, 0.00
6386, 11.44, 11.44, 0.00, 0.00
6387, 13.28, 13.28, 0.00, 0.00
6388, 14.61, 14.61, 0.00, 0.00
6389, 12.75, 12.75, 0.00, 0.00
6390, 13.14, 13.14, 0.00, 0.00
6391, 11.61, 11.61, 0.00, 0.00
6392, 15.64, 15.64, 0.00, 0.00
6393, 13.80, 13.80, 0.00, 0.00
6394, 12.21, 12.21, 0.00, 0.00
6395, 11.55, 11.55, 0.00, 0.00
6396, 13.84, 13.84, 0.00, 0.00
6397, 13.23, 13.23, 0.00, 0.00
6398, 10.38, 10.38, 0.00, 0.00
6399, 10.42, 10.42, 0.00, 0.00
6400, 10.66, 10.66, 0.00, 0.00
6401, 11.48, 11.48, 0.00, 0.00
6402, 12.51, 12.51, 0.00, 0.00
6403, 12.81, 12.81, 0.00, 0.00
6404, 12.39, 12.39, 0.00, 0.00
6405, 13.29, 13.29, 0.00, 0.00
6406, 12.55, 12.55, 0.00, 0.00
6407, 10.26, 10.26, 0.00, 0.00
6408, 10.71, 10.71, 0.00, 0.00
6409, 10.17, 10.17, 0.00, 0.00
6410, 11.69, 11.69, 0.00, 0.00
6411, 10.16, 10.16, 0.00, 0.00
6412, 10.42, 10.42, 0.00, 0.00
6413, 10.33, 10.33, 0.00, 0.00
6414, 10.76, 10.76, 0.00, 0.00
6415, 11.38, 11.38, 0.00, 0.00
6416, 9.39, 9.39, 0.00, 0.00
6417, 10.47, 10.47, 0.00, 0.00
6418, 9.46, 9.46, 0.00, 0.00
6419, 11.09, 11.09, 0.00, 0.00
6420, 9.52, 9.52, 0.00, 0.00
6421, 8.87, 8.87, 0.00, 0.00
6422, 10.37, 10.37, 0.00, 0.00
6423, 9.39, 9.39, 0.00, 0.00
6424, 10.20, 10.20, 0.00, 0.00
6425, 9.14, 9.14, 0.00, 0.00
6426, 9.75, 9.75, 0.00, 0.00
6427, 10.85, 10.85, 0.00, 0.00
6428, 11.16, 11.16, 0.00, 0.00
6429, 12.37, 12.37, 0.00, 0.00
6430, 9.76, 9.76, 0.00, 0.00
6431, 11.12, 11.12, 0.00, 0.00
6432, 10.78, 10.78, 0.00, 0.00
6433, 11.58, 11.58, 0.00, 0.00
6434, 11.44, 11.44, 0.00, 0.00
6435, 10.55, 10.55, 0.00, 0.00
6436, 9.99, 9.99, 0.00, 0.00
6437, 11.26, 11.26, 0.00, 0.00
6438, 12.11, 12.11, 0.00, 0.00
6439, 10.69, 10.69, 0.00, 0.00
6440, 9.50, 9.50, 0.00, 0.00
6441, 10.16, 10.16, 0.00, 0.00
6442, 10.26, 10.26, 0.00, 0.00
6443, 12.56, 12.56, 0.00, 0.00
6444, 11.23, 11.23, 0.00, 0.00
6445, 11.04, 11.04, 0.00, 0.00
6446, 12.31, 12.31, 0.00, 0.00
6447, 10.44, 10.44, 0.00, 0.00
6448, 10.45, 10.45, 0.00, 0.00
6449, 11.10, 11.10, 0.00, 0.00
6450, 11.22, 11.22, 0.00, 0.00
6451, 10.53, 10.53, 0.00, 0.00
6452, 11.03, 11.03, 0.00, 0.00
6453, 10.64, 10.64, 0.00, 0.00
6454, 10.67, 10.67, 0.00, 0.00
6455, 10.21, 10.21, 0.00, 0.00
6456, 11.01, 11.01, 0.00, 0.00
6457, 11.60, 11.60, 0.00, 0.00
6458, 11.47, 11.47, 0.00, 0.00
6459, 11.48, 11.48, 0.00, 0.00
6460, 12.07, 12.07, 0.00, 0.00
6461, 11.05, 11.05, 0.00, 0.00
6462, 10.89, 10.89, 0.00, 0.00
6463, 10.79, 10.79, 0.00, 0.00
6464, 10.91, 10.91, 0.00, 0.00
6465, 10.09, 10.09, 0.00, 0.00
6466, 9.59, 9.59, 0.00, 0.00
6467, 10.06, 10.06, 0.00, 0.00
6468, 9.88, 9.88, 0.00, 0.00
6469, 10.93, 10.93, 0.00, 0.00
6470, 10.97, 10.97, 0.00, 0.00
6471, 10.60, 10.60, 0.00, 0.00
6472, 9.65, 9.65, 0.00, 0.00
6473, 10.60, 10.60, 0.00, 0.00
6474, 9.61, 9.61, 0.00, 0.00
6475, 11.52, 11.52, 0.00, 0.00
6476, 10.53, 10.53, 0.00, 0.00
6477, 10.49, 10.49, 0.00, 0.00
6478, 10.50, 10.50, 0.00, 0.00
6479, 10.82, 10.82, 0.00, 0.00
6480, 10.79, 10.79, 0.00, 0.00
6481, 10.84, 10.84, 0.00, 0.00
6482, 10.93, 10.93, 0.00, 0.00
6483, 10.70, 10.70, 0.00, 0.00
6484, 10.80, 10.80, 0.00, 0.00
6485, 9.63, 9.63, 0.00, 0.00
6486, 11.09, 11.09, 0.00, 0.00
6487, 11.39, 11.39, 0.00, 0.00
6488, 10.67, 10.67, 0.00, 0.00
6489, 10.58, 10.58, 0.00, 0.00
6490, 10.49, 10.49, 0.00, 0.00
6491, 10.26, 10.26, 0.00, 0.00
6492, 10.02, 10.02, 0.00, 0.00
6493, 10.41, 10.41, 0.00, 0.00
6494, 10.80, 10.80, 0.00, 0.00
6495, 10.56, 10.56, 0.00, 0.00
6496, 10.89, 10.89, 0.00, 0.00
6497, 9.86, 9.86, 0.00, 0.00
6498, 10.46, 10.46, 0.00, 0.00
6499, 11.52, 11.52, 0.00, 0.00
6500, 10.03, 10.03, 0.00, 0.00
6501, 9.30, 9.30, 0.00, 0.00
6502, 10.17, 10.17, 0.00, 0.00
6503, 9.04, 9.04, 0.00, 0.00
6504, 9.63, 9.63, 0.00, 0.00
6505, 8.63, 8.63, 0.00, 0.00
6506, 8.76, 8.76, 0.00, 0.00
6507, 10.84, 10.84, 0.00, 0.00
6508, 9.68, 9.68, 0.00, 0.00
6509, 8.97, 8.97, 0.00, 0.00
6510, 9.47, 9.47, 0.00, 0.00
6511, 9.77, 9.77, 0.00, 0.00
6512, 9.97, 9.97, 0.00, 0.00
6513, 9.45, 9.45, 0.00, 0.00
6514, 10.92, 10.92, 0.00, 0.00
6515, 10.90, 10.90, 0.00, 0.00
6516, 9.30, 9.30, 0.00, 0.00
6517, 9.46, 9.46, 0.00, 0.00
6518, 8.82, 8.82, 0.00, 0.00
6519, 9.05, 9.05, 0.00, 0.00
6520, 9.21, 9.21, 0.00, 0.00
6521, 10.64, 10.64, 0.00, 0.00
6522, 9.05, 9.05, 0.00, 0.00
6523, 10.52, 10.52, 0.00, 0.00
6524, 9.95, 9.95, 0.00, 0.00
6525, 10.53, 10.53, 0.00, 0.00
6526, 9.98, 9.98, 0.00, 0.00
6527, 11.45, 11.45, 0.00, 0.00
6528, 11.13, 11.13, 0.00, 0.00
6529, 10.71, 10.71, 0.00, 0.00
6530, 9.68, 9.68, 0.00, 0.00
6531, 9.91, 9.91, 0.00, 0.00
6532, 10.97, 10.97, 0.00, 0.00
6533, 9.38, 9.38, 0.00, 0.00
6534, 9.84, 9.84, 0.00, 0.00
6535, 10.16, 10.16, 0.00, 0.00
6536, 10.54, 10.54, 0.00, 0.00
6537, 9.24, 9.24, 0.00, 0.00
6538, 10.69, 10.69, 0.00, 0.00
6539, 12.52, 12.52, 0.00, 0.00
6540, 11.98, 11.98, 0.00, 0.00
6541, 10.40, 10.40, 0.00, 0.00
6542, 11.79, 11.79, 0.00, 0.00
6543, 10.66, 10.66, 0.00, 0.00
6544, 10.99, 10.99, 0.00, 0.00
6545, 10.08, 10.08, 0.00, 0.00
6546, 10.63, 10.63, 0.00, 0.00
6547, 11.36, 11.36, 0.00, 0.00
6548, 12.19, 12.19, 0.00, 0.00
6549, 9.39, 9.39, 0.00, 0.00
6550, 10.29, 10.29, 0.00, 0.00
6551, 11.46, 11.46, 0.00, 0.00
6552, 9.88, 9.88, 0.00, 0.00
6553, 10.68, 10.68, 0.00, 0.00
6554, 10.54, 10.54, 0.00, 0.00
6555, 11.23, 11.23, 0.00, 0.00
6556, 12.42, 12.42, 0.00, 0.00
6557, 10.74, 10.74, 0.00, 0.00
6558, 10.21, 10.21, 0.00, 0.00
6559, 10.46, 10.46, 0.00, 0.00
6560, 9.45, 9.45, 0.00, 0.00
6561, 10.57, 10.57, 0.00, 0.00
6562, 9.64, 9.64, 0.00, 0.00
6563, 11.71, 11.71, 0.00, 0.00
6564, 10.55, 10.55, 0.00, 0.00
6565, 11.55, 11.55, 0.00, 0.00
6566, 9.61, 9.61, 0.00, 0.00
6567, 9.54, 9.54, 0.00, 0.00
6568, 11.39, 11.39, 0.00, 0.00
6569, 10.80, 10.80, 0.00, 0.00
6570, 10.91, 10.91, 0.00, 0.00
6571, 9.85, 9.85, 0.00, 0.00
6572, 9.17, 9.17, 0.00, 0.00
6573, 10.50, 10.50, 0.00, 0.00
6574, 10.61, 10.61, 0.00, 0.00
6575, 10.98, 10.98, 0.00, 0.00
6576, 9.80, 9.80, 0.00, 0.00
6577, 10.12, 10.12, 0.00, 0.00
6578, 11.26, 11.26, 0.00, 0.00
6579, 11.77, 11.77, 0.00, 0.00
6580, 14.61, 14.61, 0.00, 0.00
6581, 14.52, 14.52, 0.00, 0.00
6582, 13.84, 13.84, 0.00, 0.00
6583, 9.89, 9.89, 0.00, 0.00
6584, 11.06, 11.06, 0.00, 0.00
6585, 10.20, 10.20, 0.00, 0.00
6586, 13.51, 13.51, 0.00, 0.00
6587, 12.21, 12.21, 0.00, 0.00
6588, 10.74, 10.74, 0.00, 0.00
6589, 10.16, 10.16, 0.00, 0.00
6590, 10.73, 10.73, 0.00, 0.00
6591, 10.68, 10.68, 0.00, 0.00
6592, 12.39, 12.39, 0.00, 0.00
6593, 10.78, 10.78, 0.00, 0.00
6594, 11.44, 11.44, 0.00, 0.00
6595, 11.34, 11.34, 0.00, 0.00
6596, 10.55, 10.55, 0.00, 0.00
6597, 14.78, 14.78, 0.00, 0.00
6598, 10.80, 10.80, 0.00, 0.00
6599, 12.73, 12.73, 0.00, 0.00
6600, 13.22, 13.22, 0.00, 0.00
6601, 10.83, 10.83, 0.00, 0.00
6602, 13.86, 13.86, 0.00, 0.00
6603, 12.47, 12.47, 0.00, 0.00
6604, 12.34, 12.34, 0.00, 0.00
6605, 12.98, 12.98, 0.00, 0.00
6606, 14.54, 14.54, 0.00, 0.00
6607, 13.58, 13.58, 0.00, 0.00
6608, 13.18, 13.18, 0.00, 0.00
6609, 14.54, 14.54, 0.00, 0.00
6610, 15.25, 15.25, 0.00, 0.00
6611, 17.96, 17.96, 0.00, 0.00
6612, 14.66, 14.66, 0.00, 0.00
6613, 14.42, 14.42, 0.00, 0.00
6614, 14.99, 14.99, 0.00, 0.00
6615, 15.18, 15.18, 0.00, 0.00
6616, 16.65, 16.65, 0.00, 0.00
6617, 14.68, 14.68, 0.00, 0.00
6618, 13.97, 13.97, 0.00, 0.00
6619, 13.20, 13.20, 0.00, 0.00
6620, 11.29, 11.29, 0.00, 0.00
6621, 10.95, 10.95, 0.00, 0.00
6622, 11.91, 11.91, 0.00, 0.00
6623, 12.91, 12.91, 0.00, 0.00
6624, 12.22, 12.22, 0.00, 0.00
6625, 10.03, 10.03, 0.00, 0.00
6626, 11.19, 11.19, 0.00, 0.00
6627, 10.53, 10.53, 0.00, 0.00
6628, 13.13, 13.13, 0.00, 0.00
6629, 13.66, 13.66, 0.00, 0.00
6630, 12.13, 12.13, 0.00, 0.00
6631, 11.08, 11.08, 0.00, 0.00
6632, 11.40, 11.40, 0.00, 0.00
6633, 10.94, 10.94, 0.00, 0.00
6634, 10.35, 10.35, 0.00, 0.00
6635, 11.09, 11.09, 0.00, 0.00
6636, 12.88, 12.88, 0.00, 0.00
6637, 12.39, 12.39, 0.00, 0.00
6638, 10.50, 10.50, 0.00, 0.00
6639, 11.02, 11.02, 0.00, 0.00
6640, 13.16, 13.16, 0.00, 0.00
6641, 12.33, 12.33, 0.00, 0.00
6642, 11.10, 11.10, 0.00, 0.00
6643, 10.74, 10.74, 0.00, 0.00
6644, 10.26, 10.26, 0.00, 0.00
6645, 11.88, 11.88, 0.00, 0.00
6646, 10.36, 10.36, 0.00, 0.00
6647, 12.23, 12.23, 0.00, 0.00
6648, 11.93, 11.93, 0.00, 0.00
6649, 12.89, 12.89, 0.00, 0.00
6650, 12.46, 12.46, 0.00, 0.00
6651, 12.61, 12.61, 0.00, 0.00
6652, 12.33, 12.33, 0.00, 0.00
6653, 11.94, 11.94, 0.00, 0.00
6654, 11.87, 11.87, 0.00, 0.00
6655, 11.59, 11.59, 0.00, 0.00
6656, 11.04, 11.04, 0.00, 0.00
6657, 10.36, 10.36, 0.00, 0.00
6658, 11.38, 11.38, 0.00, 0.00
6659, 11.53, 11.53, 0.00, 0.00
6660, 12.34, 12.34, 0.00, 0.00
6661, 11.81, 11.81, 0.00, 0.00
6662, 11.35, 11.35, 0.00, 0.00
6663, 10.98, 10.98, 0.00, 0.00
6664, 11.66, 11.66, 0.00, 0.00
6665, 11.05, 11.05, 0.00, 0.00
6666, 10.85, 10.85, 0.00, 0.00
6667, 11.44, 11.44, 0.00, 0.00
6668, 11.01, 11.01, 0.00, 0.00
6669, 10.97, 10.97, 0.00, 0.00
6670, 11.80, 11.80, 0.00, 0.00
6671, 10.85, 10.85, 0.00, 0.00
6672, 10.81, 10.81, 0.00, 0.00
6673, 11.45, 11.45, 0.00, 0.00
6674, 11.62, 11.62, 0.00, 0.00
6675, 11.08, 11.08, 0.00, 0.00
6676, 10.79, 10.79, 0.00, 0.00
6677, 11.12, 11.12, 0.00, 0.00
6678, 11.21, 11.21, 0.00, 0.00
6679, 10.73, 10.73, 0.00, 0.00
6680, 11.06, 11.06, 0.00, 0.00
6681, 10.61, 10.61, 0.00, 0.00
6682, 11.45, 11.45, 0.00, 0.00
6683, 10.96, 10.96, 0.00, 0.00
6684, 10.62, 10.62, 0.00, 0.00
6685, 10.95, 10.95, 0.00, 0.00
6686, 11.56, 11.56, 0.00, 0.00
6687, 11.92, 11.92, 0.00, 0.00
6688, 10.60, 10.60, 0.00, 0.00
6689, 10.89, 10.89, 0.00, 0.00
6690, 9.54, 9.54, 0.00, 0.00
6691, 9.22, 9.22, 0.00, 0.00
6692, 11.26, 11.26, 0.00, 0.00
6693, 8.78, 8.78, 0.00, 0.00
6694, 9.12, 9.12, 0.00, 0.00
6695, 11.30, 11.30, 0.00, 0.00
6696, 9.20, 9.20, 0.00, 0.00
6697, 9.74, 9.74, 0.00, 0.00
6698, 12.52, 12.52, 0.00, 0.00
6699, 10.26, 10.26, 0.00, 0.00
6700, 10.87, 10.87, 0.00, 0.00
6701, 9.16, 9.16, 0.00, 0.00
6702, 10.44, 10.44, 0.00, 0.00
6703, 9.39, 9.39, 0.00, 0.00
6704, 11.35, 11.35, 0.00, 0.00
6705, 10.53, 10.53, 0.00, 0.00
6706, 9.28, 9.28, 0.00, 0.00
6707, 10.45, 10.45, 0.00, 0.00
6708, 10.20, 10.20, 0.00, 0.00
6709, 12.75, 12.75, 0.00, 0.00
6710, 9.28, 9.28, 0.00, 0.00
6711, 9.03, 9.03, 0.00, 0.00
6712, 10.44, 10.44, 0.00, 0.00
6713, 8.70, 8.70, 0.00, 0.00
6714, 9.22, 9.22, 0.00, 0.00
6715, 10.46, 10.46, 0.00, 0.00
6716, 9.20, 9.20, 0.00, 0.00
6717, 9.28, 9.28, 0.00, 0.00
6718, 9.22, 9.22, 0.00, 0.00
6719, 10.31, 10.31, 0.00, 0.00
6720, 11.23, 11.23, 0.00, 0.00
6721, 9.99, 9.99, 0.00, 0.00
6722, 9.51, 9.51, 0.00, 0.00
6723, 10.35, 10.35, 0.00, 0.00
6724, 9.61, 9.61, 0.00, 0.00
6725, 10.77, 10.77, 0.00, 0.00
6726, 11.59, 11.59, 0.00, 0.00
6727, 10.53, 10.53, 0.00, 0.00
6728, 9.12, 9.12, 0.00, 0.00
6729, 9.84, 9.84, 0.00, 0.00
6730, 11.04, 11.04, 0.00, 0.00
6731, 8.99, 8.99, 0.00, 0.00
6732, 10.00, 10.00, 0.00, 0.00
6733, 9.32, 9.32, 0.00, 0.00
6734, 9.18, 9.18, 0.00, 0.00
6735, 9.88, 9.88, 0.00, 0.00
6736, 10.38, 10.38, 0.00, 0.00
6737, 9.03, 9.03, 0.00, 0.00
6738, 8.84, 8.84, 0.00, 0.00
6739, 9.08, 9.08, 0.00, 0.00
6740, 9.19, 9.19, 0.00, 0.00
6741, 10.89, 10.89, 0.00, 0.00
6742, 10.41, 10.41, 0.00, 0.00
6743, 9.20, 9.20, 0.00, 0.00
6744, 10.33, 10.33, 0.00, 0.00
6745, 10.49, 10.49, 0.00, 0.00
6746, 9.89, 9.89, 0.00, 0.00
6747, 9.91, 9.91, 0.00, 0.00
6748, 9.85, 9.85, 0.00, 0.00
6749, 9.72, 9.72, 0.00, 0.00
6750, 9.07, 9.07, 0.00, 0.00
6751, 10.46, 10.46, 0.00, 0.00
6752, 10.03, 10.03, 0.00, 0.00
6753, 8.99, 8.99, 0.00, 0.00
6754, 8.82, 8.82, 0.00, 0.00
6755, 9.08, 9.08, 0.00, 0.00
6756, 9.90, 9.90, 0.00, 0.00
6757, 9.09, 9.09, 0.00, 0.00
6758, 10.70, 10.70, 0.00, 0.00
6759, 10.53, 10.53, 0.00, 0.00
6760, 9.04, 9.04, 0.00, 0.00
6761, 8.93, 8.93, 0.00, 0.00
6762, 9.86, 9.86, 0.00, 0.00
6763, 11.55, 11.55, 0.00, 0.00
6764, 9.96, 9.96, 0.00, 0.00
6765, 9.13, 9.13, 0.00, 0.00
6766, 9.83, 9.83, 0.00, 0.00
6767, 9.15, 9.15, 0.00, 0.00
6768, 9.12, 9.12, 0.00, 0.00
6769, 9.26, 9.26, 0.00, 0.00
6770, 9.33, 9.33, 0.00, 0.00
6771, 8.84, 8.84, 0.00, 0.00
6772, 15.36, 15.36, 0.00, 0.00
6773, 8.98, 8.98, 0.00, 0.00
6774, 11.22, 11.22, 0.00, 0.00
6775, 10.50, 10.50, 0.00, 0.00
6776, 9.82, 9.82, 0.00, 0.00
6777, 9.22, 9.22, 0.00, 0.00
6778, 9.65, 9.65, 0.00, 0.00
6779, 9.61, 9.61, 0.00, 0.00
6780, 9.48, 9.48, 0.00, 0.00
6781, 10.15, 10.15, 0.00, 0.00
6782, 10.51, 10.51, 0.00, 0.00
6783, 9.24, 9.24, 0.00, 0.00
6784, 9.54, 9.54, 0.00, 0.00
6785, 9.55, 9.55, 0.00, 0.00
6786, 9.24, 9.24, 0.00, 0.00
6787, 9.54, 9.54, 0.00, 0.00
6788, 9.32, 9.32, 0.00, 0.00
6789, 9.10, 9.10, 0.00, 0.00
6790, 9.44, 9.44, 0.00, 0.00
6791, 8.56, 8.56, 0.00, 0.00
6792, 9.20, 9.20, 0.00, 0.00
6793, 9.68, 9.68, 0.00, 0.00
6794, 9.25, 9.25, 0.00, 0.00
6795, 9.38, 9.38, 0.00, 0.00
6796, 10.44, 10.44, 0.00, 0.00
6797, 10.36, 10.36, 0.00, 0.00
6798, 10.19, 10.19, 0.00, 0.00
6799, 9.31, 9.31, 0.00, 0.00
6800, 9.18, 9.18, 0.00, 0.00
6801, 9.40, 9.40, 0.00, 0.00
6802, 9.17, 9.17, 0.00, 0.00
6803, 10.07, 10.07, 0.00, 0.00
6804, 10.51, 10.51, 0.00, 0.00
6805, 9.79, 9.79, 0.00, 0.00
6806, 10.22, 10.22, 0.00, 0.00
6807, 9.54, 9.54, 0.00, 0.00
6808, 11.43, 11.43, 0.00, 0.00
6809, 10.05, 10.05, 0.00, 0.00
6810, 9.56, 9.56, 0.00, 0.00
6811, 10.28, 10.28, 0.00, 0.00
6812, 9.60, 9.60, 0.00, 0.00
6813, 9.58, 9.58, 0.00, 0.00
6814, 9.92, 9.92, 0.00, 0.00
6815, 10.18, 10.18, 0.00, 0.00
6816, 9.04, 9.04, 0.00, 0.00
6817, 9.00, 9.00, 0.00, 0.00
6818, 8.91, 8.91, 0.00, 0.00
6819, 10.32, 10.32, 0.00, 0.00
6820, 8.92, 8.92, 0.00, 0.00
6821, 8.66, 8.66, 0.00, 0.00
6822, 9.29, 9.29, 0.00, 0.00
6823, 9.52, 9.52, 0.00, 0.00
6824, 8.67, 8.67, 0.00, 0.00
6825, 10.47, 10.47, 0.00, 0.00
6826, 10.66, 10.66, 0.00, 0.00
6827, 9.48, 9.48, 0.00, 0.00
6828, 9.60, 9.60, 0.00, 0.00
6829, 10.12, 10.12, 0.00, 0.00
6830, 9.56, 9.56, 0.00, 0.00
6831, 9.57, 9.57, 0.00, 0.00
6832, 9.80, 9.80, 0.00, 0.00
6833, 9.56, 9.56, 0.00, 0.00
6834, 9.45, 9.45, 0.00, 0.00
6835, 10.76, 10.76, 0.00, 0.00
6836, 9.09, 9.09, 0.00, 0.00
6837, 9.12, 9.12, 0.00, 0.00
6838, 9.37, 9.37, 0.00, 0.00
6839, 9.13, 9.13, 0.00, 0.00
6840, 10.80, 10.80, 0.00, 0.00
6841, 10.22, 10.22, 0.00, 0.00
6842, 9.79, 9.79, 0.00, 0.00
6843, 9.42, 9.42, 0.00, 0.00
6844, 10.02, 10.02, 0.00, 0.00
6845, 9.09, 9.09, 0.00, 0.00
6846, 9.43, 9.43, 0.00, 0.00
6847, 9.23, 9.23, 0.00, 0.00
6848, 11.01, 11.01, 0.00, 0.00
6849, 9.30, 9.30, 0.00, 0.00
6850, 8.95, 8.95, 0.00, 0.00
6851, 9.29, 9.29, 0.00, 0.00
6852, 9.82, 9.82, 0.00, 0.00
6853, 9.19, 9.19, 0.00, 0.00
6854, 9.94, 9.94, 0.00, 0.00
6855, 9.80, 9.80, 0.00, 0.00
6856, 9.65, 9.65, 0.00, 0.00
6857, 9.06, 9.06, 0.00, 0.00
6858, 10.69, 10.69, 0.00, 0.00
6859, 9.10, 9.10, 0.00, 0.00
6860, 12.35, 12.35, 0.00, 0.00
6861, 9.89, 9.89, 0.00, 0.00
6862, 10.94, 10.94, 0.00, 0.00
6863, 10.09, 10.09, 0.00, 0.00
6864, 10.11, 10.11, 0.00, 0.00
6865, 9.31, 9.31, 0.00, 0.00
6866, 9.15, 9.15, 0.00, 0.00
6867, 8.94, 8.94, 0.00, 0.00
6868, 9.93, 9.93, 0.00, 0.00
6869, 8.63, 8.63, 0.00, 0.00
6870, 8.98, 8.98, 0.00, 0.00
6871, 10.57, 10.57, 0.00, 0.00
6872, 9.51, 9.51, 0.00, 0.00
6873, 10.64, 10.64, 0.00, 0.00
6874, 10.28, 10.28, 0.00, 0.00
6875, 11.50, 11.50, 0.00, 0.00
6876, 10.71, 10.71, 0.00, 0.00
6877, 9.41, 9.41, 0.00, 0.00
6878, 11.44, 11.44, 0.00, 0.00
6879, 10.12, 10.12, 0.00, 0.00
6880, 9.36, 9.36, 0.00, 0.00
6881, 10.27, 10.27, 0.00, 0.00
6882, 10.11, 10.11, 0.00, 0.00
6883, 10.64, 10.64, 0.00, 0.00
6884, 9.29, 9.29, 0.00, 0.00
6885, 9.25, 9.25, 0.00, 0.00
6886, 10.43, 10.43, 0.00, 0.00
6887, 10.48, 10.48, 0.00, 0.00
6888, 9.55, 9.55, 0.00, 0.00
6889, 11.88, 11.88, 0.00, 0.00
6890, 10.75, 10.75, 0.00, 0.00
6891, 10.55, 10.55, 0.00, 0.00
6892, 9.55, 9.55, 0.00, 0.00
6893, 9.23, 9.23, 0.00, 0.00
6894, 9.77, 9.77, 0.00, 0.00
6895, 9.53, 9.53, 0.00, 0.00
6896, 10.39, 10.39, 0.00, 0.00
6897, 9.53, 9.53, 0.00, 0.00
6898, 9.16, 9.16, 0.00, 0.00
6899, 10.02, 10.02, 0.00, 0.00
6900, 9.75, 9.75, 0.00, 0.00
6901, 10.73, 10.73, 0.00, 0.00
6902, 9.36, 9.36, 0.00, 0.00
6903, 9.23, 9.23, 0.00, 0.00
6904, 9.98, 9.98, 0.00, 0.00
6905, 10.15, 10.15, 0.00, 0.00
6906, 11.23, 11.23, 0.00, 0.00
6907, 10.28, 10.28, 0.00, 0.00
6908, 9.57, 9.57, 0.00, 0.00
6909, 11.50, 11.50, 0.00, 0.00
6910, 10.41, 10.41, 0.00, 0.00
6911, 10.67, 10.67, 0.00, 0.00
6912, 8.96, 8.96, 0.00, 0.00
6913, 9.57, 9.57, 0.00, 0.00
6914, 9.52, 9.52, 0.00, 0.00
6915, 8.44, 8.44, 0.00, 0.00
6916, 10.70, 10.70, 0.00, 0.00
6917, 9.29, 9.29, 0.00, 0.00
6918, 9.94, 9.94, 0.00, 0.00
6919, 10.92, 10.92, 0.00, 0.00
6920, 9.77, 9.77, 0.00, 0.00
6921, 9.31, 9.31, 0.00, 0.00
6922, 8.30, 8.30, 0.00, 0.00
6923, 8.91, 8.91, 0.00, 0.00
6924, 8.15, 8.15, 0.00, 0.00
6925, 8.00, 8.00, 0.00, 0.00
6926, 8.03, 8.03, 0.00, 0.00
6927, 7.95, 7.95, 0.00, 0.00
6928, 8.17, 8.17, 0.00, 0.00
6929, 8.66, 8.66, 0.00, 0.00
6930, 8.12, 8.12, 0.00, 0.00
6931, 7.99, 7.99, 0.00, 0.00
6932, 8.45, 8.45, 0.00, 0.00
6933, 8.15, 8.15, 0.00, 0.00
6934, 8.30, 8.30, 0.00, 0.00
6935, 8.24, 8.24, 0.00, 0.00
6936, 8.13, 8.13, 0.00, 0.00
6937, 8.33, 8.33, 0.00, 0.00
6938, 9.20, 9.20, 0.00, 0.00
6939, 8.59, 8.59, 0.00, 0.00
6940, 8.01, 8.01, 0.00, 0.00
6941, 8.05, 8.05, 0.00, 0.00
6942, 8.25, 8.25, 0.00, 0.00
6943, 8.16, 8.16, 0.00, 0.00
6944, 8.20, 8.20, 0.00, 0.00
6945, 8.10, 8.10, 0.00, 0.00
6946, 8.35, 8.35, 0.00, 0.00
6947, 8.12, 8.12, 0.00, 0.00
6948, 8.31, 8.31, 0.00, 0.00
6949, 7.86, 7.86, 0.00, 0.00
6950, 8.38, 8.38, 0.00, 0.00
6951, 8.68, 8.68, 0.00, 0.00
6952, 8.21, 8.21, 0.00, 0.00
6953, 8.59, 8.59, 0.00, 0.00
6954, 8.25, 8.25, 0.00, 0.00
6955, 8.52, 8.52, 0.00, 0.00
6956, 7.95, 7.95, 0.00, 0.00
6957, 7.92, 7.92, 0.00, 0.00
6958, 8.04, 8.04, 0.00, 0.00
